"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","36","","com.example.catalog.JSONAPITests.SongControllerTest","","com.example.catalog.JSONAPITests.SongControllerTest","createSong_Invalid","createSong_Invalid()",""
"passed","Sun Mar 16 18:27:48 GMT 2025","Sun Mar 16 18:27:48 GMT 2025","21","","when instantiated with capacity 3","","com.example.catalog.LRUCacheTest$WhenInstantiated","throwsExceptionWhenGettingNullKey","throws NullPointerException when getting a null key",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","9","","com.example.catalog.JSONAPITests.ArtistControllerTest","","com.example.catalog.JSONAPITests.ArtistControllerTest","testGetArtistById_NotFound","testGetArtistById_NotFound()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","28","","com.example.catalog.JSONAPITests.ArtistControllerTest","","com.example.catalog.JSONAPITests.ArtistControllerTest","testGetAlbumsByArtist","testGetAlbumsByArtist()",""
"passed","Sun Mar 16 18:27:53 GMT 2025","Sun Mar 16 18:27:53 GMT 2025","25","","com.example.catalog.JSONAPITests.AlbumControllerTest","","com.example.catalog.JSONAPITests.AlbumControllerTest","testGetAlbumById","testGetAlbumById()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","16","","com.example.catalog.JSONAPITests.ArtistControllerTest","","com.example.catalog.JSONAPITests.ArtistControllerTest","testDeleteArtist","testDeleteArtist()",""
"passed","Sun Mar 16 18:27:53 GMT 2025","Sun Mar 16 18:27:53 GMT 2025","176","","com.example.catalog.SpotifyAPITests.ArtistControllerTest","","com.example.catalog.SpotifyAPITests.ArtistControllerTest","testGetArtistById","testGetArtistById()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","120","","com.example.catalog.JSONAPITests.SongControllerTest","","com.example.catalog.JSONAPITests.SongControllerTest","deleteSong_Invalid","deleteSong_Invalid()",""
"passed","Sun Mar 16 18:27:48 GMT 2025","Sun Mar 16 18:27:48 GMT 2025","4","","com.example.catalog.CatalogUtilsTest","","com.example.catalog.CatalogUtilsTest","testFilterSongsByPopularity","testFilterSongsByPopularity()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","78","","com.example.catalog.JSONAPITests.SongControllerTest","","com.example.catalog.JSONAPITests.SongControllerTest","updateSong_Invalid","updateSong_Invalid()",""
"passed","Sun Mar 16 18:27:53 GMT 2025","Sun Mar 16 18:27:53 GMT 2025","5","","com.example.catalog.SpotifyAPITests.ArtistControllerTest","","com.example.catalog.SpotifyAPITests.ArtistControllerTest","testGetAlbumsByArtist","testGetAlbumsByArtist()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","27","","com.example.catalog.JSONAPITests.ArtistControllerTest","","com.example.catalog.JSONAPITests.ArtistControllerTest","testGetPopularSongsByArtist","testGetPopularSongsByArtist()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","35","","com.example.catalog.JSONAPITests.ArtistControllerTest","","com.example.catalog.JSONAPITests.ArtistControllerTest","testGetArtistById","testGetArtistById()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","20","","com.example.catalog.JSONAPITests.SongControllerTest","","com.example.catalog.JSONAPITests.SongControllerTest","deleteSong","deleteSong()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","20","","com.example.catalog.JSONAPITests.AlbumControllerTest","","com.example.catalog.JSONAPITests.AlbumControllerTest","testDeleteAlbum","testDeleteAlbum()",""
"passed","Sun Mar 16 18:27:52 GMT 2025","Sun Mar 16 18:27:52 GMT 2025","29","","com.example.catalog.JSONAPITests.SongControllerTest","","com.example.catalog.JSONAPITests.SongControllerTest","createSong","createSong()",""
"passed","Sun Mar 16 18:27:48 GMT 2025","Sun Mar 16 18:27:48 GMT 2025","126","","com.example.catalog.CatalogUtilsTest","","com.example.catalog.CatalogUtilsTest","testDoesSongExistByName","testDoesSongExistByName()",""
